Review,Actual,Predicted,Probability
0,Negative,Positive,0.55536354
0,Negative,Positive,0.55487293
0,Negative,Positive,0.5554316
0,Negative,Positive,0.8999558
0,Negative,Positive,0.55021685
0,Negative,Positive,0.5579178
0,Negative,Positive,0.66063
0,Negative,Positive,0.5554221
0,Negative,Positive,0.5513411
0,Negative,Positive,0.99521095
0,Negative,Positive,0.55528283
0,Negative,Positive,0.5554107
0,Negative,Positive,0.55536896
0,Negative,Positive,0.55549014
0,Negative,Positive,0.5553218
0,Negative,Positive,0.58850783
0,Negative,Positive,0.5557278
0,Negative,Positive,0.5558992
0,Negative,Positive,0.55567145
0,Negative,Positive,0.5555963
0,Negative,Positive,0.55534273
0,Negative,Positive,0.5556396
0,Negative,Positive,0.5759981
0,Negative,Positive,0.55546385
0,Negative,Positive,0.99237055
0,Negative,Positive,0.5577623
0,Negative,Positive,0.5665284
0,Negative,Positive,0.5551121
0,Negative,Positive,0.55543035
0,Negative,Positive,0.580226
0,Negative,Positive,0.55001
0,Negative,Positive,0.5497457
0,Negative,Positive,0.5635315
0,Negative,Positive,0.51167935
0,Negative,Positive,0.55534244
0,Negative,Positive,0.55550236
1,Positive,Negative,0.043677233
1,Positive,Negative,0.31056824
0,Negative,Positive,0.55572677
0,Negative,Positive,0.55540854
0,Negative,Positive,0.55528057
0,Negative,Positive,0.968391
0,Negative,Positive,0.5554898
0,Negative,Positive,0.55490273
0,Negative,Positive,0.55458164
0,Negative,Positive,0.5553421
0,Negative,Positive,0.5554017
0,Negative,Positive,0.55475396
0,Negative,Positive,0.5553231
0,Negative,Positive,0.55869985
0,Negative,Positive,0.55562377
0,Negative,Positive,0.55652744
0,Negative,Positive,0.55482846
0,Negative,Positive,0.55542135
0,Negative,Positive,0.55534077
0,Negative,Positive,0.5555442
0,Negative,Positive,0.5556573
0,Negative,Positive,0.5554567
0,Negative,Positive,0.52561766
0,Negative,Positive,0.5554931
0,Negative,Positive,0.5552227
0,Negative,Positive,0.55555165
0,Negative,Positive,0.55584383
0,Negative,Positive,0.5485878
1,Positive,Negative,0.09181798
0,Negative,Positive,0.99940515
0,Negative,Positive,0.5566591
1,Positive,Negative,0.027102858
0,Negative,Positive,0.5613741
0,Negative,Positive,0.5417749
0,Negative,Positive,0.5554936
0,Negative,Positive,0.5552984
0,Negative,Positive,0.97014713
0,Negative,Positive,0.55539817
0,Negative,Positive,0.55531985
0,Negative,Positive,0.55525607
0,Negative,Positive,0.5553695
0,Negative,Positive,0.8452787
0,Negative,Positive,0.55549383
1,Positive,Negative,0.2292507
0,Negative,Positive,0.55477685
0,Negative,Positive,0.5556428
0,Negative,Positive,0.8943259
0,Negative,Positive,0.55685675
1,Positive,Negative,0.0013278641
0,Negative,Positive,0.9994624
1,Positive,Negative,0.1672659
0,Negative,Positive,0.5540248
0,Negative,Positive,0.555339
0,Negative,Positive,0.5929607
0,Negative,Positive,0.5553347
0,Negative,Positive,0.5541846
0,Negative,Positive,0.555398
0,Negative,Positive,0.55521053
0,Negative,Positive,0.5562887
0,Negative,Positive,0.5554898
0,Negative,Positive,0.89617705
0,Negative,Positive,0.5552714
0,Negative,Positive,0.54168874
0,Negative,Positive,0.58450806
0,Negative,Positive,0.5555589
0,Negative,Positive,0.55536735
0,Negative,Positive,0.55529267
1,Positive,Negative,0.48971167
0,Negative,Positive,0.55803585
0,Negative,Positive,0.5556598
0,Negative,Positive,0.5540215
0,Negative,Positive,0.5553185
0,Negative,Positive,0.55525136
0,Negative,Positive,0.55539894
0,Negative,Positive,0.61220974
0,Negative,Positive,0.5527981
0,Negative,Positive,0.55545104
1,Positive,Negative,0.034377605
0,Negative,Positive,0.55529
1,Positive,Negative,0.03713303
0,Negative,Positive,0.555443
0,Negative,Positive,0.5554069
0,Negative,Positive,0.55553114
0,Negative,Positive,0.55674785
0,Negative,Positive,0.62164277
1,Positive,Negative,0.009042845
1,Positive,Negative,0.0058415914
0,Negative,Positive,0.55685616
0,Negative,Positive,0.5553724
1,Positive,Negative,0.41193214
0,Negative,Positive,0.97449225
0,Negative,Positive,0.55529684
0,Negative,Positive,0.5553582
0,Negative,Positive,0.5565227
0,Negative,Positive,0.9360216
0,Negative,Positive,0.5554626
0,Negative,Positive,0.5535803
0,Negative,Positive,0.55540365
0,Negative,Positive,0.55540085
0,Negative,Positive,0.55543244
0,Negative,Positive,0.55599374
0,Negative,Positive,0.55525964
0,Negative,Positive,0.70655704
1,Positive,Negative,0.44408226
0,Negative,Positive,0.55520433
0,Negative,Positive,0.53242433
0,Negative,Positive,0.5547443
0,Negative,Positive,0.5570022
0,Negative,Positive,0.9893196
0,Negative,Positive,0.56311333
0,Negative,Positive,0.55455023
0,Negative,Positive,0.557593
0,Negative,Positive,0.5999811
0,Negative,Positive,0.56638265
0,Negative,Positive,0.5559908
0,Negative,Positive,0.5554431
0,Negative,Positive,0.55782574
0,Negative,Positive,0.5553483
0,Negative,Positive,0.55541664
0,Negative,Positive,0.85559785
0,Negative,Positive,0.55504036
0,Negative,Positive,0.5551594
0,Negative,Positive,0.5567777
0,Negative,Positive,0.53362685
0,Negative,Positive,0.5555024
1,Positive,Negative,0.16377151
0,Negative,Positive,0.5829
0,Negative,Positive,0.554928
0,Negative,Positive,0.5555119
0,Negative,Positive,0.5576027
0,Negative,Positive,0.5554077
0,Negative,Positive,0.55555105
0,Negative,Positive,0.55594444
0,Negative,Positive,0.557488
0,Negative,Positive,0.90416884
1,Positive,Negative,0.2816953
0,Negative,Positive,0.5537942
0,Negative,Positive,0.5554979
0,Negative,Positive,0.5554794
0,Negative,Positive,0.5552375
0,Negative,Positive,0.55551004
0,Negative,Positive,0.555458
0,Negative,Positive,0.5555156
0,Negative,Positive,0.5554318
0,Negative,Positive,0.5577383
0,Negative,Positive,0.55544245
0,Negative,Positive,0.82492524
0,Negative,Positive,0.55536884
0,Negative,Positive,0.55479646
1,Positive,Negative,0.04515789
0,Negative,Positive,0.5547581
0,Negative,Positive,0.555424
1,Positive,Negative,0.14091896
0,Negative,Positive,0.5554936
0,Negative,Positive,0.5553391
1,Positive,Negative,0.4543442
1,Positive,Negative,0.09689291
0,Negative,Positive,0.6885669
0,Negative,Positive,0.5815831
0,Negative,Positive,0.5550463
0,Negative,Positive,0.5551508
0,Negative,Positive,0.55551416
0,Negative,Positive,0.55529386
0,Negative,Positive,0.553561
0,Negative,Positive,0.5583951
0,Negative,Positive,0.5552521
0,Negative,Positive,0.5554011
0,Negative,Positive,0.55539155
0,Negative,Positive,0.55565417
0,Negative,Positive,0.54713154
0,Negative,Positive,0.9967127
0,Negative,Positive,0.56590265
0,Negative,Positive,0.5556112
0,Negative,Positive,0.5651199
0,Negative,Positive,0.555423
0,Negative,Positive,0.5564855
0,Negative,Positive,0.55628544
0,Negative,Positive,0.5559296
0,Negative,Positive,0.927121
1,Positive,Negative,0.00029445702
0,Negative,Positive,0.55584973
0,Negative,Positive,0.5553476
0,Negative,Positive,0.5553925
0,Negative,Positive,0.5843293
0,Negative,Positive,0.55524033
0,Negative,Positive,0.555406
0,Negative,Positive,0.55547154
0,Negative,Positive,0.55396813
0,Negative,Positive,0.55831563
0,Negative,Positive,0.55538255
0,Negative,Positive,0.55540705
0,Negative,Positive,0.9992925
0,Negative,Positive,0.55514854
0,Negative,Positive,0.55541295
0,Negative,Positive,0.5551488
0,Negative,Positive,0.5554825
0,Negative,Positive,0.5556842
0,Negative,Positive,0.55537546
0,Negative,Positive,0.5551896
0,Negative,Positive,0.5557404
0,Negative,Positive,0.5584116
0,Negative,Positive,0.5564819
0,Negative,Positive,0.5551599
0,Negative,Positive,0.5555218
0,Negative,Positive,0.97558576
0,Negative,Positive,0.9089376
0,Negative,Positive,0.5473766
0,Negative,Positive,0.8420767
0,Negative,Positive,0.5555149
0,Negative,Positive,0.55560786
0,Negative,Positive,0.5554751
0,Negative,Positive,0.5880263
0,Negative,Positive,0.8390871
0,Negative,Positive,0.55539054
0,Negative,Positive,0.55541825
1,Positive,Negative,0.17152345
0,Negative,Positive,0.5553667
0,Negative,Positive,0.55545896
0,Negative,Positive,0.55510414
0,Negative,Positive,0.5551815
0,Negative,Positive,0.5555313
0,Negative,Positive,0.943508
0,Negative,Positive,0.55531937
1,Positive,Negative,0.188703
0,Negative,Positive,0.55566007
0,Negative,Positive,0.5554019
0,Negative,Positive,0.5823042
0,Negative,Positive,0.6779315
1,Positive,Negative,0.0019726544
0,Negative,Positive,0.5554108
0,Negative,Positive,0.5553844
0,Negative,Positive,0.581335
0,Negative,Positive,0.5553465
1,Positive,Negative,0.0015819455
0,Negative,Positive,0.5553531
0,Negative,Positive,0.5552646
0,Negative,Positive,0.99930066
0,Negative,Positive,0.5557051
0,Negative,Positive,0.5555909
0,Negative,Positive,0.5577603
0,Negative,Positive,0.5558198
0,Negative,Positive,0.55577874
0,Negative,Positive,0.55538756
0,Negative,Positive,0.55542547
1,Positive,Negative,0.40558717
0,Negative,Positive,0.5554069
0,Negative,Positive,0.9853714
1,Positive,Negative,0.0065457122
0,Negative,Positive,0.55551577
0,Negative,Positive,0.5551343
0,Negative,Positive,0.987689
0,Negative,Positive,0.5555055
0,Negative,Positive,0.5568424
0,Negative,Positive,0.5552523
0,Negative,Positive,0.56200874
0,Negative,Positive,0.555405
0,Negative,Positive,0.55555904
0,Negative,Positive,0.5555001
0,Negative,Positive,0.9993936
0,Negative,Positive,0.55790174
0,Negative,Positive,0.5553685
0,Negative,Positive,0.5553575
0,Negative,Positive,0.5555749
0,Negative,Positive,0.5554
1,Positive,Negative,0.34613144
0,Negative,Positive,0.5554011
0,Negative,Positive,0.55574465
0,Negative,Positive,0.55525833
0,Negative,Positive,0.556534
0,Negative,Positive,0.5552451
0,Negative,Positive,0.55541396
0,Negative,Positive,0.55511606
0,Negative,Positive,0.5551096
0,Negative,Positive,0.55535364
0,Negative,Positive,0.5554246
0,Negative,Positive,0.5548837
0,Negative,Positive,0.5487904
0,Negative,Positive,0.5598512
0,Negative,Positive,0.55509484
0,Negative,Positive,0.555265
0,Negative,Positive,0.55677885
0,Negative,Positive,0.5552435
0,Negative,Positive,0.55540764
0,Negative,Positive,0.5553534
0,Negative,Positive,0.5553744
0,Negative,Positive,0.55532277
0,Negative,Positive,0.54360443
0,Negative,Positive,0.55668837
0,Negative,Positive,0.5561299
0,Negative,Positive,0.5557278
0,Negative,Positive,0.5547961
0,Negative,Positive,0.5549514
0,Negative,Positive,0.5591876
1,Positive,Negative,0.040230013
0,Negative,Positive,0.5553311
0,Negative,Positive,0.5549164
0,Negative,Positive,0.5561398
0,Negative,Positive,0.55551237
0,Negative,Positive,0.5553736
1,Positive,Negative,0.020198764
0,Negative,Positive,0.5556703
0,Negative,Positive,0.55264354
0,Negative,Positive,0.5583177
0,Negative,Positive,0.5603826
0,Negative,Positive,0.5552967
0,Negative,Positive,0.5312004
0,Negative,Positive,0.60279036
0,Negative,Positive,0.9986161
0,Negative,Positive,0.55551493
0,Negative,Positive,0.5552036
0,Negative,Positive,0.5471163
0,Negative,Positive,0.5555948
0,Negative,Positive,0.56601447
0,Negative,Positive,0.5409129
0,Negative,Positive,0.554093
0,Negative,Positive,0.55535036
1,Positive,Negative,0.4890692
0,Negative,Positive,0.55446446
0,Negative,Positive,0.9954885
0,Negative,Positive,0.5548148
1,Positive,Negative,0.43926343
0,Negative,Positive,0.5551399
1,Positive,Negative,0.2356389
0,Negative,Positive,0.55561405
0,Negative,Positive,0.5554199
0,Negative,Positive,0.55718607
0,Negative,Positive,0.55544513
0,Negative,Positive,0.5568347
0,Negative,Positive,0.5553371
0,Negative,Positive,0.5552763
0,Negative,Positive,0.54311347
0,Negative,Positive,0.55581945
0,Negative,Positive,0.5554736
0,Negative,Positive,0.55534613
0,Negative,Positive,0.6734376
0,Negative,Positive,0.51339
1,Positive,Negative,0.36102438
0,Negative,Positive,0.5561697
0,Negative,Positive,0.5535166
0,Negative,Positive,0.555333
0,Negative,Positive,0.526316
0,Negative,Positive,0.55537593
0,Negative,Positive,0.555364
0,Negative,Positive,0.55532897
0,Negative,Positive,0.5530653
0,Negative,Positive,0.55509895
0,Negative,Positive,0.55478495
0,Negative,Positive,0.99994415
0,Negative,Positive,0.5564693
0,Negative,Positive,0.5552767
0,Negative,Positive,0.55355364
0,Negative,Positive,0.5553823
0,Negative,Positive,0.5530026
0,Negative,Positive,0.5717075
0,Negative,Positive,0.96499294
0,Negative,Positive,0.5593813
0,Negative,Positive,0.5512804
0,Negative,Positive,0.5547096
0,Negative,Positive,0.9894854
0,Negative,Positive,0.55469805
0,Negative,Positive,0.55615157
0,Negative,Positive,0.5666432
0,Negative,Positive,0.5554124
0,Negative,Positive,0.5216377
1,Positive,Negative,0.2901334
0,Negative,Positive,0.55511165
0,Negative,Positive,0.5508085
0,Negative,Positive,0.5557619
0,Negative,Positive,0.5549507
0,Negative,Positive,0.9306483
0,Negative,Positive,0.99148214
0,Negative,Positive,0.5555946
0,Negative,Positive,0.5508093
0,Negative,Positive,0.6908206
0,Negative,Positive,0.5554811
0,Negative,Positive,0.55652505
1,Positive,Negative,0.058045603
0,Negative,Positive,0.5557136
0,Negative,Positive,0.55534065
0,Negative,Positive,0.55534446
0,Negative,Positive,0.5855664
0,Negative,Positive,0.95189625
0,Negative,Positive,0.5759434
0,Negative,Positive,0.5552345
0,Negative,Positive,0.5546471
0,Negative,Positive,0.55504596
0,Negative,Positive,0.5554118
0,Negative,Positive,0.5554122
0,Negative,Positive,0.5554144
0,Negative,Positive,0.9999053
0,Negative,Positive,0.5545148
0,Negative,Positive,0.5553133
0,Negative,Positive,0.55552524
0,Negative,Positive,0.55524445
0,Negative,Positive,0.5945221
0,Negative,Positive,0.64299697
0,Negative,Positive,0.5608428
0,Negative,Positive,0.5552476
0,Negative,Positive,0.55541605
0,Negative,Positive,0.56257546
0,Negative,Positive,0.56390077
0,Negative,Positive,0.5584688
0,Negative,Positive,0.55336523
0,Negative,Positive,0.5553207
0,Negative,Positive,0.5553498
0,Negative,Positive,0.99831986
0,Negative,Positive,0.5396469
1,Positive,Negative,0.07882738
0,Negative,Positive,0.54915166
0,Negative,Positive,0.5554188
0,Negative,Positive,0.5595111
0,Negative,Positive,0.66056865
0,Negative,Positive,0.55512905
0,Negative,Positive,0.5554687
0,Negative,Positive,0.5554228
0,Negative,Positive,0.5556372
0,Negative,Positive,0.55379343
0,Negative,Positive,0.5555589
0,Negative,Positive,0.5557373
0,Negative,Positive,0.55539984
0,Negative,Positive,0.55546844
0,Negative,Positive,0.5552001
0,Negative,Positive,0.55528164
1,Positive,Negative,0.39286268
0,Negative,Positive,0.55541694
0,Negative,Positive,0.55532897
0,Negative,Positive,0.555403
0,Negative,Positive,0.5565144
0,Negative,Positive,0.54513353
0,Negative,Positive,0.5387429
0,Negative,Positive,0.55539757
0,Negative,Positive,0.5554981
0,Negative,Positive,0.5546263
0,Negative,Positive,0.56077045
0,Negative,Positive,0.555348
0,Negative,Positive,0.5554024
0,Negative,Positive,0.5547286
1,Positive,Negative,0.0007713027
0,Negative,Positive,0.55571294
0,Negative,Positive,0.5548061
0,Negative,Positive,0.55514956
1,Positive,Negative,0.0124562895
0,Negative,Positive,0.55844706
0,Negative,Positive,0.5698853
0,Negative,Positive,0.5550562
0,Negative,Positive,0.55565506
0,Negative,Positive,0.55552286
0,Negative,Positive,0.55553967
0,Negative,Positive,0.55896956
0,Negative,Positive,0.55539894
0,Negative,Positive,0.55461603
0,Negative,Positive,0.5635318
0,Negative,Positive,0.5552155
0,Negative,Positive,0.55536246
0,Negative,Positive,0.55667573
1,Positive,Negative,0.17724793
0,Negative,Positive,0.5551318
0,Negative,Positive,0.55522555
0,Negative,Positive,0.55542415
0,Negative,Positive,0.5553254
0,Negative,Positive,0.5544857
0,Negative,Positive,0.55541
0,Negative,Positive,0.5543918
1,Positive,Negative,0.45428842
1,Positive,Negative,0.41914287
0,Negative,Positive,0.555394
0,Negative,Positive,0.55314785
0,Negative,Positive,0.55540544
0,Negative,Positive,0.5506277
0,Negative,Positive,0.55609614
0,Negative,Positive,0.5524774
0,Negative,Positive,0.5553141
0,Negative,Positive,0.5551455
0,Negative,Positive,0.5568875
0,Negative,Positive,0.520393
0,Negative,Positive,0.5556255
1,Positive,Negative,0.14462337
0,Negative,Positive,0.55535996
0,Negative,Positive,0.5514223
0,Negative,Positive,0.5554225
0,Negative,Positive,0.55537707
0,Negative,Positive,0.55543435
1,Positive,Negative,0.050962016
0,Negative,Positive,0.55536157
0,Negative,Positive,0.5552959
0,Negative,Positive,0.55529016
0,Negative,Positive,0.55583996
0,Negative,Positive,0.55552685
0,Negative,Positive,0.500764
0,Negative,Positive,0.78018683
0,Negative,Positive,0.5554196
0,Negative,Positive,0.55536056
0,Negative,Positive,0.5555157
0,Negative,Positive,0.5552121
1,Positive,Negative,0.095211454
0,Negative,Positive,0.555424
0,Negative,Positive,0.5551499
0,Negative,Positive,0.5554867
0,Negative,Positive,0.5212036
0,Negative,Positive,0.5553696
0,Negative,Positive,0.55571705
0,Negative,Positive,0.55569154
0,Negative,Positive,0.5536309
1,Positive,Negative,0.1544653
0,Negative,Positive,0.55542755
0,Negative,Positive,0.5545529
0,Negative,Positive,0.55524445
0,Negative,Positive,0.55533737
0,Negative,Positive,0.5556556
0,Negative,Positive,0.9899139
0,Negative,Positive,0.55740565
0,Negative,Positive,0.98391384
0,Negative,Positive,0.55544215
0,Negative,Positive,0.55533564
0,Negative,Positive,0.5547728
0,Negative,Positive,0.5555021
0,Negative,Positive,0.5551698
0,Negative,Positive,0.5553773
0,Negative,Positive,0.5553667
1,Positive,Negative,0.0014882698
1,Positive,Negative,0.07132618
0,Negative,Positive,0.53853846
0,Negative,Positive,0.55528396
0,Negative,Positive,0.6136041
0,Negative,Positive,0.55557615
1,Positive,Negative,0.088526584
0,Negative,Positive,0.5554792
0,Negative,Positive,0.5538554
0,Negative,Positive,0.55566293
0,Negative,Positive,0.5557402
0,Negative,Positive,0.5542544
0,Negative,Positive,0.55550414
0,Negative,Positive,0.5557294
0,Negative,Positive,0.5554194
0,Negative,Positive,0.55545634
1,Positive,Negative,0.3545039
0,Negative,Positive,0.50353545
0,Negative,Positive,0.55545694
0,Negative,Positive,0.55523807
0,Negative,Positive,0.56100494
0,Negative,Positive,0.5553653
0,Negative,Positive,0.5561375
0,Negative,Positive,0.5554157
0,Negative,Positive,0.9880738
0,Negative,Positive,0.5553811
0,Negative,Positive,0.557796
1,Positive,Negative,0.41721126
0,Negative,Positive,0.6648417
0,Negative,Positive,0.5552995
0,Negative,Positive,0.7584657
0,Negative,Positive,0.55584383
0,Negative,Positive,0.5554224
1,Positive,Negative,0.37563342
0,Negative,Positive,0.55711704
0,Negative,Positive,0.5573197
0,Negative,Positive,0.59219533
0,Negative,Positive,0.5556614
0,Negative,Positive,0.5554142
0,Negative,Positive,0.5555581
0,Negative,Positive,0.92856413
0,Negative,Positive,0.5965327
0,Negative,Positive,0.55605304
0,Negative,Positive,0.5552573
0,Negative,Positive,0.5554954
0,Negative,Positive,0.5533828
0,Negative,Positive,0.55558175
1,Positive,Negative,0.0010254171
0,Negative,Positive,0.55926216
1,Positive,Negative,0.17945369
0,Negative,Positive,0.5502126
0,Negative,Positive,0.5550147
0,Negative,Positive,0.5554204
0,Negative,Positive,0.5554434
0,Negative,Positive,0.5535302
0,Negative,Positive,0.5553748
0,Negative,Positive,0.5551494
0,Negative,Positive,0.55543244
0,Negative,Positive,0.555393
1,Positive,Negative,0.042750075
1,Positive,Negative,0.31962034
0,Negative,Positive,0.5583363
0,Negative,Positive,0.5550206
0,Negative,Positive,0.55555993
0,Negative,Positive,0.54653573
1,Positive,Negative,0.46797705
1,Positive,Negative,0.40766588
0,Negative,Positive,0.56066895
1,Positive,Negative,0.0068868827
0,Negative,Positive,0.55469424
1,Positive,Negative,0.0014869019
0,Negative,Positive,0.5616636
0,Negative,Positive,0.5554291
0,Negative,Positive,0.5581631
0,Negative,Positive,0.555242
0,Negative,Positive,0.98859155
0,Negative,Positive,0.5554074
0,Negative,Positive,0.5660951
0,Negative,Positive,0.55528027
1,Positive,Negative,0.45276865
0,Negative,Positive,0.55778414
0,Negative,Positive,0.5973353
0,Negative,Positive,0.55543965
0,Negative,Positive,0.5224701
1,Positive,Negative,0.28652415
0,Negative,Positive,0.99936175
0,Negative,Positive,0.5554464
1,Positive,Negative,0.02893304
1,Positive,Negative,0.16804081
0,Negative,Positive,0.55797964
0,Negative,Positive,0.55413574
0,Negative,Positive,0.5571828
0,Negative,Positive,0.55541945
0,Negative,Positive,0.5556145
0,Negative,Positive,0.5553113
0,Negative,Positive,0.5540053
0,Negative,Positive,0.5554225
0,Negative,Positive,0.55552745
0,Negative,Positive,0.9831151
0,Negative,Positive,0.9954562
0,Negative,Positive,0.5553723
0,Negative,Positive,0.555424
0,Negative,Positive,0.55519426
0,Negative,Positive,0.5554689
0,Negative,Positive,0.5541194
0,Negative,Positive,0.55583483
0,Negative,Positive,0.5555624
0,Negative,Positive,0.555506
0,Negative,Positive,0.55462295
0,Negative,Positive,0.5547019
0,Negative,Positive,0.5553606
1,Positive,Negative,0.40853378
0,Negative,Positive,0.5553655
0,Negative,Positive,0.55554426
0,Negative,Positive,0.5557017
0,Negative,Positive,0.55470574
0,Negative,Positive,0.55533546
0,Negative,Positive,0.55452067
0,Negative,Positive,0.55553657
0,Negative,Positive,0.55536306
0,Negative,Positive,0.55397475
0,Negative,Positive,0.5554248
0,Negative,Positive,0.555426
0,Negative,Positive,0.5554316
0,Negative,Positive,0.88617724
0,Negative,Positive,0.5557076
0,Negative,Positive,0.999832
0,Negative,Positive,0.5555086
0,Negative,Positive,0.55514663
0,Negative,Positive,0.9452112
1,Positive,Negative,0.26060545
0,Negative,Positive,0.55543333
0,Negative,Positive,0.555242
0,Negative,Positive,0.55537504
0,Negative,Positive,0.5075599
0,Negative,Positive,0.55556804
0,Negative,Positive,0.5554724
0,Negative,Positive,0.5556795
0,Negative,Positive,0.5782283
0,Negative,Positive,0.55531925
1,Positive,Negative,0.17982739
0,Negative,Positive,0.56368756
0,Negative,Positive,0.55588084
0,Negative,Positive,0.55459887
0,Negative,Positive,0.5553414
0,Negative,Positive,0.55464226
0,Negative,Positive,0.55602366
0,Negative,Positive,0.5553089
0,Negative,Positive,0.5563126
0,Negative,Positive,0.571974
0,Negative,Positive,0.55552554
0,Negative,Positive,0.5595423
0,Negative,Positive,0.5531884
0,Negative,Positive,0.5557559
0,Negative,Positive,0.5548084
0,Negative,Positive,0.55497456
0,Negative,Positive,0.55527824
0,Negative,Positive,0.5555403
0,Negative,Positive,0.5578428
0,Negative,Positive,0.5524921
0,Negative,Positive,0.57474726
1,Positive,Negative,0.0029804143
0,Negative,Positive,0.99883187
0,Negative,Positive,0.55529374
0,Negative,Positive,0.5553903
1,Positive,Negative,0.16810758
0,Negative,Positive,0.5553951
0,Negative,Positive,0.55584174
0,Negative,Positive,0.5532655
0,Negative,Positive,0.5552272
0,Negative,Positive,0.5554049
0,Negative,Positive,0.5547146
0,Negative,Positive,0.99856734
0,Negative,Positive,0.50717306
0,Negative,Positive,0.55622387
0,Negative,Positive,0.5550447
0,Negative,Positive,0.5554018
0,Negative,Positive,0.5534584
0,Negative,Positive,0.9985808
0,Negative,Positive,0.55384076
0,Negative,Positive,0.5554115
0,Negative,Positive,0.55138814
0,Negative,Positive,0.55548143
0,Negative,Positive,0.55541146
0,Negative,Positive,0.5552739
1,Positive,Negative,0.02254523
0,Negative,Positive,0.5560196
0,Negative,Positive,0.5553538
0,Negative,Positive,0.55410063
0,Negative,Positive,0.557315
0,Negative,Positive,0.55543333
0,Negative,Positive,0.9992623
0,Negative,Positive,0.55579877
0,Negative,Positive,0.555841
0,Negative,Positive,0.9976437
0,Negative,Positive,0.5549926
0,Negative,Positive,0.55544454
0,Negative,Positive,0.55533814
0,Negative,Positive,0.9998221
0,Negative,Positive,0.55601937
0,Negative,Positive,0.55530095
0,Negative,Positive,0.55459726
0,Negative,Positive,0.54429936
0,Negative,Positive,0.5552142
0,Negative,Positive,0.555525
0,Negative,Positive,0.603246
0,Negative,Positive,0.5543444
0,Negative,Positive,0.5554212
0,Negative,Positive,0.5554221
0,Negative,Positive,0.796175
0,Negative,Positive,0.5599324
0,Negative,Positive,0.5551865
0,Negative,Positive,0.9868952
0,Negative,Positive,0.62526196
0,Negative,Positive,0.55489796
0,Negative,Positive,0.5546436
0,Negative,Positive,0.5466299
0,Negative,Positive,0.556213
0,Negative,Positive,0.5550695
0,Negative,Positive,0.55537844
0,Negative,Positive,0.55541164
0,Negative,Positive,0.55532384
0,Negative,Positive,0.55637985
0,Negative,Positive,0.74106467
1,Positive,Negative,0.47331038
0,Negative,Positive,0.5542277
0,Negative,Positive,0.56370467
0,Negative,Positive,0.95400584
0,Negative,Positive,0.55542386
0,Negative,Positive,0.5556635
0,Negative,Positive,0.5553699
0,Negative,Positive,0.55553657
0,Negative,Positive,0.55499274
0,Negative,Positive,0.55578876
1,Positive,Negative,0.0032809158
0,Negative,Positive,0.8156395
0,Negative,Positive,0.5552361
0,Negative,Positive,0.5530746
0,Negative,Positive,0.9999519
0,Negative,Positive,0.55547506
0,Negative,Positive,0.5535281
0,Negative,Positive,0.5554241
0,Negative,Positive,0.5549957
0,Negative,Positive,0.55522496
0,Negative,Positive,0.5553562
0,Negative,Positive,0.57312953
0,Negative,Positive,0.5553661
0,Negative,Positive,0.55537623
0,Negative,Positive,0.57589984
0,Negative,Positive,0.5340134
0,Negative,Positive,0.55585384
0,Negative,Positive,0.5559207
0,Negative,Positive,0.55544764
0,Negative,Positive,0.5573942
0,Negative,Positive,0.55572253
0,Negative,Positive,0.5551046
0,Negative,Positive,0.5552752
0,Negative,Positive,0.55528104
0,Negative,Positive,0.55417275
0,Negative,Positive,0.5554224
0,Negative,Positive,0.55658054
0,Negative,Positive,0.5553252
0,Negative,Positive,0.5553201
0,Negative,Positive,0.5555593
0,Negative,Positive,0.5550808
0,Negative,Positive,0.54722375
0,Negative,Positive,0.555326
0,Negative,Positive,0.5554092
0,Negative,Positive,0.5557195
0,Negative,Positive,0.55336463
0,Negative,Positive,0.55546975
0,Negative,Positive,0.55540884
1,Positive,Negative,0.0030100208
1,Positive,Negative,0.45803952
0,Negative,Positive,0.5550598
0,Negative,Positive,0.5544163
0,Negative,Positive,0.55538255
0,Negative,Positive,0.5552754
0,Negative,Positive,0.52774894
0,Negative,Positive,0.5554169
1,Positive,Negative,0.14343013
0,Negative,Positive,0.5554171
0,Negative,Positive,0.55577826
0,Negative,Positive,0.5559384
0,Negative,Positive,0.5554767
0,Negative,Positive,0.5553755
0,Negative,Positive,0.55568296
1,Positive,Negative,0.034307566
0,Negative,Positive,0.5554024
0,Negative,Positive,0.62291884
0,Negative,Positive,0.5555713
0,Negative,Positive,0.55473745
0,Negative,Positive,0.55541134
0,Negative,Positive,0.55562955
0,Negative,Positive,0.55473924
1,Positive,Negative,0.030253008
1,Positive,Negative,0.40045464
0,Negative,Positive,0.55663186
0,Negative,Positive,0.55558217
0,Negative,Positive,0.5554416
0,Negative,Positive,0.55535924
0,Negative,Positive,0.55745304
0,Negative,Positive,0.55077106
0,Negative,Positive,0.55533576
0,Negative,Positive,0.55559534
0,Negative,Positive,0.55534184
0,Negative,Positive,0.5553891
0,Negative,Positive,0.55548584
0,Negative,Positive,0.55474246
0,Negative,Positive,0.5553465
0,Negative,Positive,0.5553188
0,Negative,Positive,0.554686
0,Negative,Positive,0.56864065
0,Negative,Positive,0.5554869
0,Negative,Positive,0.5577563
0,Negative,Positive,0.5552524
0,Negative,Positive,0.55576754
0,Negative,Positive,0.55527
1,Positive,Negative,0.03710283
0,Negative,Positive,0.5555125
0,Negative,Positive,0.55550796
